file,threshold,precision,recall,accepted_fail_predictions,correct_fail_predictions,incorrect_fail_predictions
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.1,0.3333333333333333,0.25,6,2,4
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.09,0.3333333333333333,0.25,6,2,4
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.08,0.3333333333333333,0.25,6,2,4
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.07,0.3333333333333333,0.25,6,2,4
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.06,0.3333333333333333,0.25,6,2,4
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.0,0.34782608695652173,1.0,23,8,15
results\kaggle\continuous\kaggle_nlp_AT-gpt-5-mini_verified.jsonl,1.0,,0.0,0,0,0
results\kaggle\continuous\kaggle_nlp_AT-gpt-5-mini_verified.jsonl,0.99,,0.0,0,0,0
results\kaggle\continuous\kaggle_nlp_AT-gpt-5-mini_verified.jsonl,0.98,,0.0,0,0,0
results\kaggle\continuous\kaggle_nlp_AT-gpt-5-mini_verified.jsonl,0.97,,0.0,0,0,0
results\kaggle\continuous\kaggle_nlp_AT-gpt-5-mini_verified.jsonl,0.96,,0.0,0,0,0
results\kaggle\continuous\kaggle_nlp_AT-gpt-5-mini_verified.jsonl,0.95,1.0,0.043478260869565216,1,1,0
results\kaggle\continuous\kaggle_nlp_AT-gpt-5-mini_verified.jsonl,0.94,1.0,0.043478260869565216,1,1,0
results\kaggle\continuous\kaggle_nlp_AT-gpt-5-mini_verified.jsonl,0.93,1.0,0.043478260869565216,1,1,0
results\kaggle\continuous\kaggle_nlp_AT-gpt-5-mini_verified.jsonl,0.92,1.0,0.043478260869565216,1,1,0
results\kaggle\continuous\kaggle_nlp_AT-gpt-5-mini_verified.jsonl,0.91,1.0,0.043478260869565216,1,1,0
results\kaggle\continuous\kaggle_nlp_AT-gpt-5-mini_verified.jsonl,0.9,0.4,0.08695652173913043,5,2,3
results\kaggle\continuous\kaggle_nlp_AT-gpt-5-mini_verified.jsonl,0.89,0.4,0.08695652173913043,5,2,3
results\kaggle\continuous\kaggle_nlp_AT-gpt-5-mini_verified.jsonl,0.85,0.375,0.13043478260869565,8,3,5
